nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 6.580939888954162598e-02 1.085128188133239746e-01 6.100881099700927734e-02
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 8.523361384868621826e-02 1.483294367790222168e-01 1.891484111547470093e-01 1.938908696174621582e-01 1.562288254499435425e-01 7.548332214355468750e-02
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 9.419474750757217407e-02 1.672582477331161499e-01 2.201110869646072388e-01 2.358094304800033569e-01 1.963497698307037354e-01 1.946827024221420288e-01 1.903930008411407471e-01 1.777424514293670654e-01 8.684706687927246094e-02
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.147244796156883240e-01 2.086263298988342285e-01 2.516405284404754639e-01 2.176669090986251831e-01 2.220065444707870483e-01 2.228913009166717529e-01 2.105098068714141846e-01 2.043306380510330200e-01 1.989141702651977539e-01 1.928481012582778931e-01 9.526693820953369141e-02
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.169493272900581360e-01 2.078814953565597534e-01 2.760390937328338623e-01 3.021304607391357422e-01 2.542091012001037598e-01 2.476518899202346802e-01 2.345597594976425171e-01 2.299676835536956787e-01 2.260193824768066406e-01 2.192273288965225220e-01 2.136733829975128174e-01 2.090351432561874390e-01 2.053314596414566040e-01 1.019660830497741699e-01
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.220286116003990173e-01 2.171441763639450073e-01 2.884024977684020996e-01 3.152627348899841309e-01 2.679991722106933594e-01 2.733415067195892334e-01 2.768941223621368408e-01 2.621287405490875244e-01 2.525653243064880371e-01 2.436625361442565918e-01 2.375832498073577881e-01 2.324851006269454956e-01 2.272047847509384155e-01 2.225780189037322998e-01 2.188328802585601807e-01 2.162234485149383545e-01 1.076390743255615234e-01
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.238915026187896729e-01 2.223399281501770020e-01 2.980043292045593262e-01 3.281677961349487305e-01 2.801576554775238037e-01 2.868451476097106934e-01 2.920671701431274414e-01 2.799015641212463379e-01 2.762623429298400879e-01 2.730524837970733643e-01 2.651539742946624756e-01 2.574457228183746338e-01 2.503619790077209473e-01 2.445107698440551758e-01 2.394804358482360840e-01 2.349193841218948364e-01 2.310178875923156738e-01 2.279626280069351196e-01 2.259618639945983887e-01 1.126299500465393066e-01
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.457267701625823975e-01 2.670879065990447998e-01 3.266080319881439209e-01 2.861752510070800781e-01 2.967728078365325928e-01 3.044611215591430664e-01 2.931753695011138916e-01 2.907365262508392334e-01 2.891535460948944092e-01 2.834883928298950195e-01 2.788874804973602295e-01 2.742453515529632568e-01 2.682600617408752441e-01 2.620398402214050293e-01 2.561407685279846191e-01 2.509015202522277832e-01 2.463071793317794800e-01 2.422983497381210327e-01 2.389571815729141235e-01 2.364087104797363281e-01 2.347920238971710205e-01 1.171177625656127930e-01
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.437072604894638062e-01 2.565819025039672852e-01 3.432653844356536865e-01 3.798227310180664062e-01 3.226382434368133545e-01 3.182830214500427246e-01 3.049896657466888428e-01 3.030572235584259033e-01 3.024477362632751465e-01 2.975701689720153809e-01 2.939365506172180176e-01 2.905531227588653564e-01 2.861244976520538330e-01 2.816208004951477051e-01 2.769336700439453125e-01 2.717987298965454102e-01 2.665464282035827637e-01 2.615028321743011475e-01 2.568936049938201904e-01 2.528053820133209229e-01 2.492804527282714844e-01 2.463895231485366821e-01 2.442223429679870605e-01 2.428714632987976074e-01 1.212057471275329590e-01
