nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.021654367446899414e-01 5.058875083923339844e-01 5.018610358238220215e-01
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.036323666572570801e-01 5.110008120536804199e-01 5.178885459899902344e-01 5.187968611717224121e-01 5.122036933898925781e-01 5.028488636016845703e-01
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.044363141059875488e-01 5.139876604080200195e-01 5.242244601249694824e-01 5.278030633926391602e-01 5.192766189575195312e-01 5.189507007598876953e-01 5.181247591972351074e-01 5.157961845397949219e-01 5.037711858749389648e-01
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.065808296203613281e-01 5.217624902725219727e-01 5.316614508628845215e-01 5.236894488334655762e-01 5.246434807777404785e-01 5.248402953147888184e-01 5.221571922302246094e-01 5.208755135536193848e-01 5.197834372520446777e-01 5.185952186584472656e-01 5.045378804206848145e-01
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.068385601043701172e-01 5.216073393821716309e-01 5.380988121032714844e-01 5.456414222717285156e-01 5.323111414909362793e-01 5.306657552719116211e-01 5.275091528892517090e-01 5.264425873756408691e-01 5.255423784255981445e-01 5.240303277969360352e-01 5.228281617164611816e-01 5.218478441238403320e-01 5.210804939270019531e-01 5.051985383033752441e-01
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.074455142021179199e-01 5.235757827758789062e-01 5.415880084037780762e-01 5.496953129768371582e-01 5.359117984771728516e-01 5.373578071594238281e-01 5.383352041244506836e-01 5.343557596206665039e-01 5.318946242332458496e-01 5.296857357025146484e-01 5.282229185104370117e-01 5.270246863365173340e-01 5.258110165596008301e-01 5.247704982757568359e-01 5.239439010620117188e-01 5.233762860298156738e-01 5.057930946350097656e-01
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.076745748519897461e-01 5.247175097465515137e-01 5.444033145904541016e-01 5.538470745086669922e-01 5.392441749572753906e-01 5.411400794982910156e-01 5.426515936851501465e-01 5.391724705696105957e-01 5.381604433059692383e-01 5.372788310050964355e-01 5.351533293724060059e-01 5.331391692161560059e-01 5.313405394554138184e-01 5.298927426338195801e-01 5.286754369735717773e-01 5.275935530662536621e-01 5.266846418380737305e-01 5.259834527969360352e-01 5.255293846130371094e-01 5.063427686691284180e-01
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.106181502342224121e-01 5.356679558753967285e-01 5.533363819122314453e-01 5.409481525421142578e-01 5.440370440483093262e-01 5.463482737541198730e-01 5.429759025573730469e-01 5.422638654708862305e-01 5.418049097061157227e-01 5.401828289031982422e-01 5.388891100883483887e-01 5.376052856445312500e-01 5.359817147254943848e-01 5.343324542045593262e-01 5.328040719032287598e-01 5.314757823944091797e-01 5.303336381912231445e-01 5.293542742729187012e-01 5.285502672195434570e-01 5.279445648193359375e-01 5.275636315345764160e-01 5.068582892417907715e-01
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.103259086608886719e-01 5.329171419143676758e-01 5.589155554771423340e-01 5.721326470375061035e-01 5.520477294921875000e-01 5.506520271301269531e-01 5.465093255043029785e-01 5.459218621253967285e-01 5.457373261451721191e-01 5.442740321159362793e-01 5.431993603706359863e-01 5.422105789184570312e-01 5.409336090087890625e-01 5.396551489830017090e-01 5.383461117744445801e-01 5.369372963905334473e-01 5.355234742164611816e-01 5.341918468475341797e-01 5.329971909523010254e-01 5.319553017616271973e-01 5.310703516006469727e-01 5.303539037704467773e-01 5.298222899436950684e-01 5.294932723045349121e-01 5.073454380035400391e-01
