nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 4.105293750762939453e-02 1.277017593383789062e-02 0.000000000000000000e+00
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.315929651260375977e-02 2.255982160568237305e-02 1.476222276687622070e-02 6.096029281616210938e-02 2.279788255691528320e-02 0.000000000000000000e+00
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.871570110321044922e-02 2.745342254638671875e-02 2.065241336822509766e-02 8.325594663619995117e-02 4.487776756286621094e-02 3.134375810623168945e-02 3.369390964508056641e-02 1.746094226837158203e-02 0.000000000000000000e+00
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 7.146537303924560547e-02 3.711128234863281250e-02 9.883308410644531250e-02 5.789875984191894531e-02 4.571187496185302734e-02 5.435359477996826172e-02 4.235148429870605469e-02 3.204113245010375977e-02 2.501052618026733398e-02 1.335191726684570312e-02 0.000000000000000000e+00
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 7.274079322814941406e-02 3.420317173004150391e-02 2.753198146820068359e-02 1.142740249633789062e-01 7.397413253784179688e-02 7.431387901306152344e-02 5.959701538085937500e-02 4.994237422943115234e-02 4.609495401382446289e-02 3.813338279724121094e-02 2.945894002914428711e-02 2.095502614974975586e-02 1.093637943267822266e-02 0.000000000000000000e+00
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 7.573747634887695312e-02 3.580617904663085938e-02 2.867913246154785156e-02 1.165376901626586914e-01 7.074272632598876953e-02 6.064772605895996094e-02 7.818353176116943359e-02 7.019758224487304688e-02 6.485104560852050781e-02 5.623316764831542969e-02 4.836583137512207031e-02 4.195034503936767578e-02 3.462833166122436523e-02 2.670609951019287109e-02 1.841425895690917969e-02 9.438693523406982422e-03 0.000000000000000000e+00
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 7.667803764343261719e-02 3.767442703247070312e-02 3.065967559814453125e-02 1.221315860748291016e-01 7.461428642272949219e-02 6.379175186157226562e-02 8.102500438690185547e-02 7.158243656158447266e-02 6.613266468048095703e-02 6.761479377746582031e-02 6.378149986267089844e-02 5.866003036499023438e-02 5.211842060089111328e-02 4.533743858337402344e-02 3.871256113052368164e-02 3.172332048416137695e-02 2.432280778884887695e-02 1.655739545822143555e-02 8.404016494750976562e-03 0.000000000000000000e+00
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 8.997225761413574219e-02 4.835438728332519531e-02 1.307108402252197266e-01 8.103489875793457031e-02 6.922984123229980469e-02 8.676505088806152344e-02 7.672739028930664062e-02 7.084894180297851562e-02 7.218790054321289062e-02 6.842935085296630859e-02 6.468617916107177734e-02 6.236112117767333984e-02 5.865335464477539062e-02 5.388915538787841797e-02 4.824292659759521484e-02 4.215276241302490234e-02 3.583931922912597656e-02 2.922952175140380859e-02 2.230441570281982422e-02 1.508849859237670898e-02 7.619857788085937500e-03 0.000000000000000000e+00
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 8.833193778991699219e-02 4.247593879699707031e-02 3.528070449829101562e-02 1.454458236694335938e-01 9.776735305786132812e-02 1.017713546752929688e-01 8.652472496032714844e-02 7.845950126647949219e-02 7.897138595581054688e-02 7.468175888061523438e-02 7.068920135498046875e-02 6.844818592071533203e-02 6.526052951812744141e-02 6.182157993316650391e-02 5.849051475524902344e-02 5.458164215087890625e-02 4.999995231628417969e-02 4.481172561645507812e-02 3.919148445129394531e-02 3.326225280761718750e-02 2.705115079879760742e-02 2.057689428329467773e-02 1.387220621109008789e-02 6.986856460571289062e-03 0.000000000000000000e+00
