nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.016853213310241699e-01 5.045822858810424805e-01 5.014484524726867676e-01
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.028259158134460449e-01 5.085593461990356445e-01 5.139203071594238281e-01 5.146288275718688965e-01 5.094982385635375977e-01 5.022173523902893066e-01
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.034475326538085938e-01 5.108726620674133301e-01 5.188359618186950684e-01 5.216262340545654297e-01 5.149976015090942383e-01 5.147469043731689453e-01 5.141062736511230469e-01 5.122949481010437012e-01 5.029354095458984375e-01
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.051072835922241211e-01 5.168961882591247559e-01 5.245960354804992676e-01 5.184111595153808594e-01 5.191608667373657227e-01 5.193215608596801758e-01 5.172394514083862305e-01 5.162459611892700195e-01 5.153986215591430664e-01 5.144751071929931641e-01 5.035325288772583008e-01
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.052912235260009766e-01 5.167282819747924805e-01 5.295207500457763672e-01 5.354001522064208984e-01 5.250789523124694824e-01 5.238190889358520508e-01 5.213791131973266602e-01 5.205603241920471191e-01 5.198689103126525879e-01 5.186989307403564453e-01 5.177680253982543945e-01 5.170081853866577148e-01 5.164126157760620117e-01 5.040475726127624512e-01
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.057361721992492676e-01 5.181781649589538574e-01 5.321043729782104492e-01 5.384169220924377441e-01 5.277908444404602051e-01 5.289403200149536133e-01 5.297285914421081543e-01 5.266643166542053223e-01 5.247728228569030762e-01 5.230718255043029785e-01 5.219469666481018066e-01 5.210249423980712891e-01 5.200882554054260254e-01 5.192839503288269043e-01 5.186442732810974121e-01 5.182045102119445801e-01 5.045115947723388672e-01
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.058795213699340820e-01 5.189560651779174805e-01 5.341050624847412109e-01 5.414353013038635254e-01 5.302411317825317383e-01 5.317479372024536133e-01 5.329629182815551758e-01 5.303097963333129883e-01 5.295598506927490234e-01 5.289075970649719238e-01 5.272841453552246094e-01 5.257415771484375000e-01 5.243614912033081055e-01 5.232500433921813965e-01 5.223144888877868652e-01 5.214813351631164551e-01 5.207803249359130859e-01 5.202388763427734375e-01 5.198878049850463867e-01 5.049413442611694336e-01
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.080950260162353516e-01 5.272292494773864746e-01 5.408027768135070801e-01 5.313794612884521484e-01 5.338078737258911133e-01 5.356504321098327637e-01 5.331083536148071289e-01 5.326094627380371094e-01 5.323029160499572754e-01 5.310899615287780762e-01 5.301250219345092773e-01 5.291625261306762695e-01 5.279307365417480469e-01 5.266734957695007324e-01 5.255052447319030762e-01 5.244883894920349121e-01 5.236126184463500977e-01 5.228602886199951172e-01 5.222418308258056641e-01 5.217752456665039062e-01 5.214815735816955566e-01 5.053452253341674805e-01
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.078024864196777344e-01 5.249131321907043457e-01 5.446960330009460449e-01 5.548835396766662598e-01 5.396901965141296387e-01 5.387197732925415039e-01 5.356243252754211426e-01 5.352432131767272949e-01 5.351691246032714844e-01 5.341026186943054199e-01 5.333286523818969727e-01 5.326154232025146484e-01 5.316725969314575195e-01 5.307222604751586914e-01 5.297425389289855957e-01 5.286794304847717285e-01 5.276070833206176758e-01 5.265935659408569336e-01 5.256820917129516602e-01 5.248857140541076660e-01 5.242080092430114746e-01 5.236584544181823730e-01 5.232502222061157227e-01 5.229973196983337402e-01 5.057278871536254883e-01
