nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.067514777183532715e-01 5.183314085006713867e-01 5.057899951934814453e-01
nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.117587447166442871e-01 5.352585911750793457e-01 5.566211342811584473e-01 5.588321685791015625e-01 5.379915833473205566e-01 5.088515877723693848e-01
nan nan nan nan nan nan nan nan nan nan nan 5.159058570861816406e-01 5.490554571151733398e-01 5.824253559112548828e-01 5.915468931198120117e-01 5.621014833450317383e-01 5.599416494369506836e-01 5.565458536148071289e-01 5.489255785942077637e-01 5.116521120071411133e-01
nan nan nan nan nan nan nan nan nan 5.266443490982055664e-01 5.850033164024353027e-01 6.172745227813720703e-01 5.842414498329162598e-01 5.842369198799133301e-01 5.818512439727783203e-01 5.711032152175903320e-01 5.655860900878906250e-01 5.611988902091979980e-01 5.570117831230163574e-01 5.138719081878662109e-01
nan nan nan nan nan nan 5.365176796913146973e-01 6.093329787254333496e-01 6.784304380416870117e-01 6.953709721565246582e-01 6.295899748802185059e-01 6.151455640792846680e-01 5.981647968292236328e-01 5.901818871498107910e-01 5.837291479110717773e-01 5.763592720031738281e-01 5.708025693893432617e-01 5.665901303291320801e-01 5.635891556739807129e-01 5.156275629997253418e-01
nan nan nan 5.607030391693115234e-01 6.765679121017456055e-01 7.764187455177307129e-01 7.885012030601501465e-01 6.890186071395874023e-01 6.785254478454589844e-01 6.665807962417602539e-01 6.386314630508422852e-01 6.201736330986022949e-01 6.055230498313903809e-01 5.953751206398010254e-01 5.874586701393127441e-01 5.806525349617004395e-01 5.753195285797119141e-01 5.713973641395568848e-01 5.688933134078979492e-01 5.170066356658935547e-01
1.000000000000000000e+00 1.022821545600891113e+00 1.068600535392761230e+00 1.007700324058532715e+00 8.119898438453674316e-01 7.811785340309143066e-01 7.531064152717590332e-01 7.084863781929016113e-01 6.835006475448608398e-01 6.629610061645507812e-01 6.415976881980895996e-01 6.240723133087158203e-01 6.100737452507019043e-01 5.993214845657348633e-01 5.908783078193664551e-01 5.841259956359863281e-01 5.789307951927185059e-01 5.752061605453491211e-01 5.729326009750366211e-01 5.180411934852600098e-01
1.000000000000000000e+00 9.963393807411193848e-01 9.827454090118408203e-01 9.230919480323791504e-01 8.380385041236877441e-01 7.886274456977844238e-01 7.498365044593811035e-01 7.139649391174316406e-01 6.863637566566467285e-01 6.635171175003051758e-01 6.434119939804077148e-01 6.265636682510375977e-01 6.128599643707275391e-01 6.019612550735473633e-01 5.933388471603393555e-01 5.865752100944519043e-01 5.814476609230041504e-01 5.778298974037170410e-01 5.756642222404479980e-01 5.187354087829589844e-01
1.000000000000000000e+00 9.815918207168579102e-01 9.541345834732055664e-01 9.019874930381774902e-01 8.405906558036804199e-01 7.909770011901855469e-01 7.502742409706115723e-01 7.157981991767883301e-01 6.876534819602966309e-01 6.642343997955322266e-01 6.443771123886108398e-01 6.277883052825927734e-01 6.142070889472961426e-01 6.032839417457580566e-01 5.946097970008850098e-01 5.878387093544006348e-01 5.827386379241943359e-01 5.791660547256469727e-01 5.770434141159057617e-01 5.190846323966979980e-01
1.000000000000000000e+00 9.815918207168579102e-01 9.541345834732055664e-01 9.019874930381774902e-01 8.405906558036804199e-01 7.909770011901855469e-01 7.502742409706115723e-01 7.157981991767883301e-01 6.876534819602966309e-01 6.642343997955322266e-01 6.443771123886108398e-01 6.277883052825927734e-01 6.142070889472961426e-01 6.032839417457580566e-01 5.946097970008850098e-01 5.878387093544006348e-01 5.827386379241943359e-01 5.791660547256469727e-01 5.770434141159057617e-01 5.190846323966979980e-01
1.000000000000000000e+00 9.963393807411193848e-01 9.827454090118408203e-01 9.230919480323791504e-01 8.380385041236877441e-01 7.886274456977844238e-01 7.498365044593811035e-01 7.139649391174316406e-01 6.863637566566467285e-01 6.635171175003051758e-01 6.434119939804077148e-01 6.265636682510375977e-01 6.128599643707275391e-01 6.019612550735473633e-01 5.933388471603393555e-01 5.865752100944519043e-01 5.814476609230041504e-01 5.778298974037170410e-01 5.756642222404479980e-01 5.187354087829589844e-01
1.000000000000000000e+00 1.022821545600891113e+00 1.068600535392761230e+00 1.007700324058532715e+00 8.119898438453674316e-01 7.811785340309143066e-01 7.531064152717590332e-01 7.084863781929016113e-01 6.835006475448608398e-01 6.629610061645507812e-01 6.415976881980895996e-01 6.240723133087158203e-01 6.100737452507019043e-01 5.993214845657348633e-01 5.908783078193664551e-01 5.841259956359863281e-01 5.789307951927185059e-01 5.752061605453491211e-01 5.729326009750366211e-01 5.180411934852600098e-01
nan nan nan 5.607030391693115234e-01 6.765679121017456055e-01 7.764187455177307129e-01 7.885012030601501465e-01 6.890186071395874023e-01 6.785254478454589844e-01 6.665807962417602539e-01 6.386314630508422852e-01 6.201736330986022949e-01 6.055230498313903809e-01 5.953751206398010254e-01 5.874586701393127441e-01 5.806525349617004395e-01 5.753195285797119141e-01 5.713973641395568848e-01 5.688933134078979492e-01 5.170066356658935547e-01
nan nan nan nan nan nan 5.365176796913146973e-01 6.093329787254333496e-01 6.784304380416870117e-01 6.953709721565246582e-01 6.295899748802185059e-01 6.151455640792846680e-01 5.981647968292236328e-01 5.901818871498107910e-01 5.837291479110717773e-01 5.763592720031738281e-01 5.708025693893432617e-01 5.665901303291320801e-01 5.635891556739807129e-01 5.156275629997253418e-01
nan nan nan nan nan nan nan nan nan 5.266443490982055664e-01 5.850033164024353027e-01 6.172745227813720703e-01 5.842414498329162598e-01 5.842369198799133301e-01 5.818512439727783203e-01 5.711032152175903320e-01 5.655860900878906250e-01 5.611988902091979980e-01 5.570117831230163574e-01 5.138719081878662109e-01
nan nan nan nan nan nan nan nan nan nan nan 5.159058570861816406e-01 5.490554571151733398e-01 5.824253559112548828e-01 5.915468931198120117e-01 5.621014833450317383e-01 5.599416494369506836e-01 5.565458536148071289e-01 5.489255785942077637e-01 5.116521120071411133e-01
nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.117587447166442871e-01 5.352585911750793457e-01 5.566211342811584473e-01 5.588321685791015625e-01 5.379915833473205566e-01 5.088515877723693848e-01
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.067514777183532715e-01 5.183314085006713867e-01 5.057899951934814453e-01
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
