nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.184070229530334473e+00 1.104423165321350098e+00 1.000000000000000000e+00
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.689275979995727539e+00 1.586151242256164551e+00 1.439256429672241211e+00 1.263717293739318848e+00 1.129199147224426270e+00 1.000000000000000000e+00
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.280611515045166016e+00 2.166737556457519531e+00 1.999606370925903320e+00 1.792400836944580078e+00 1.629921078681945801e+00 1.467900753021240234e+00 1.302343487739562988e+00 1.148656249046325684e+00 1.000000000000000000e+00
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.743577718734741211e+00 2.605021238327026367e+00 2.394485235214233398e+00 2.219995021820068359e+00 2.039680719375610352e+00 1.850799798965454102e+00 1.673231601715087891e+00 1.500082135200500488e+00 1.329099655151367188e+00 1.163082242012023926e+00 1.000000000000000000e+00
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 3.490940570831298828e+00 3.350013256072998047e+00 3.142778158187866211e+00 2.882133960723876953e+00 2.677000999450683594e+00 2.472313165664672852e+00 2.279076337814331055e+00 2.088321685791015625e+00 1.897886157035827637e+00 1.712123513221740723e+00 1.530096411705017090e+00 1.350890636444091797e+00 1.174573183059692383e+00 1.000000000000000000e+00
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 4.265944957733154297e+00 4.119361877441406250e+00 3.903418302536010742e+00 3.631867885589599609e+00 3.416320800781250000e+00 3.196187257766723633e+00 2.965179204940795898e+00 2.748535633087158203e+00 2.538690090179443359e+00 2.335675716400146484e+00 2.136643648147583008e+00 1.940299510955810547e+00 1.747279644012451172e+00 1.557289600372314453e+00 1.369793057441711426e+00 1.184319972991943359e+00 1.000000000000000000e+00
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.062331199645996094e+00 4.914126873016357422e+00 4.693025112152099609e+00 4.412527561187744141e+00 4.188723087310791016e+00 3.959024667739868164e+00 3.716792345046997070e+00 3.487214565277099609e+00 3.260471105575561523e+00 3.033859968185424805e+00 2.813272237777709961e+00 2.598235607147216797e+00 2.388292789459228516e+00 2.182277679443359375e+00 1.979388713836669922e+00 1.779406070709228516e+00 1.581989169120788574e+00 1.386672019958496094e+00 1.192913889884948730e+00 1.000000000000000000e+00
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.651402950286865234e+00 5.477706432342529297e+00 5.210535526275634766e+00 4.987024784088134766e+00 4.752420425415039062e+00 4.502418041229248047e+00 4.263977050781250000e+00 4.027165412902832031e+00 3.789062023162841797e+00 3.555274248123168945e+00 3.324622869491577148e+00 3.096517086029052734e+00 2.872457742691040039e+00 2.652687072753906250e+00 2.436982393264770508e+00 2.224785804748535156e+00 2.015571355819702148e+00 1.808966875076293945e+00 1.604588747024536133e+00 1.401992082595825195e+00 1.200663328170776367e+00 1.000000000000000000e+00
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 6.567748546600341797e+00 6.397581577301025391e+00 6.145444869995117188e+00 5.825098991394042969e+00 5.571180820465087891e+00 5.315079212188720703e+00 5.071016311645507812e+00 4.827213287353515625e+00 4.580747127532958984e+00 4.337602615356445312e+00 4.096597194671630859e+00 3.857015848159790039e+00 3.620197534561157227e+00 3.386229276657104492e+00 3.155127286911010742e+00 2.927354574203491211e+00 2.703072547912597656e+00 2.482163667678833008e+00 2.264311552047729492e+00 2.049144029617309570e+00 1.836301445960998535e+00 1.625407099723815918e+00 1.416044235229492188e+00 1.207747220993041992e+00 1.000000000000000000e+00
