nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan 0.3 0.3 0.3 0.3 0.3 0.5 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan 0.7 0.7 0.7 0.7 0.7 0.6 0.5 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan 0.7 0.7 0.7 0.7 0.7 0.6 0.6 0.5 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan 0.7 0.7 0.7 0.7 0.7 0.6 0.6 0.6 0.6 nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan 0.7 0.7 0.7 0.7 0.7 0.7 0.6 0.6 0.6 0.6 nan nan nan nan nan nan nan nan nan nan nan nan nan
nan 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.6 0.6 0.5 0.6 0.7 0.7 0.5 0.5 0.4 0.4 0.4 0.4 0.3 0.3 nan
nan 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 nan
nan 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 nan
nan 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 nan
nan 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 nan
nan 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 nan
nan 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 nan
nan 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 nan
nan 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 nan
nan 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.6 0.6 0.5 0.6 0.7 0.7 0.5 0.5 0.4 0.4 0.4 0.4 0.3 0.3 nan
nan 0.7 0.7 0.7 0.7 0.7 0.7 0.6 0.6 0.6 0.6 nan nan nan nan nan nan nan nan nan nan nan nan nan
nan 0.7 0.7 0.7 0.7 0.7 0.6 0.6 0.6 0.6 nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan 0.7 0.7 0.7 0.7 0.7 0.6 0.6 0.5 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan 0.7 0.7 0.7 0.7 0.7 0.6 0.5 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan 0.3 0.3 0.3 0.3 0.3 0.5 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
